#,Date-Time (CDT),Ch: 1 - Temperature   (°C),Ch: 2 - RH   (%),Dew Point   (°C),Button Down,Host Connected,Stopped,End of File
1,06/17/2023 12:47:42,35.51,61.92,27.11,,,,
2,06/17/2023 12:47:52,35.49,64.43,27.77,,,,
3,06/17/2023 12:48:02,35.49,47.55,22.66,,,,
4,06/17/2023 12:48:12,35.49,42.15,20.68,,,,
5,06/17/2023 12:48:22,35.47,45.46,21.90,,,,
6,06/17/2023 12:48:32,35.48,41.92,20.58,,,,
7,06/17/2023 12:48:42,35.49,37.78,18.91,,,,
8,06/17/2023 12:48:52,35.44,38.16,19.03,,,,
9,06/17/2023 12:49:02,35.45,36.11,18.16,,,,
10,06/17/2023 12:49:12,35.48,36.30,18.26,,,,
11,06/17/2023 12:49:22,35.43,36.53,18.33,,,,
12,06/17/2023 12:49:32,35.45,36.30,18.24,,,,
13,06/17/2023 12:49:42,35.44,36.11,18.15,,,,
14,06/17/2023 12:49:52,35.44,35.85,18.04,,,,
15,06/17/2023 12:50:02,35.48,35.54,17.93,,,,
16,06/17/2023 12:50:12,35.48,35.36,17.85,,,,
17,06/17/2023 12:50:22,35.45,35.13,17.73,,,,
18,06/17/2023 12:50:32,35.45,34.92,17.63,,,,
19,06/17/2023 12:50:42,35.48,34.68,17.53,,,,
20,06/17/2023 12:50:52,35.49,34.66,17.54,,,,
21,06/17/2023 12:51:02,35.48,34.54,17.47,,,,
22,06/17/2023 12:51:12,35.48,34.51,17.46,,,,
23,06/17/2023 12:51:22,35.50,34.41,17.43,,,,
24,06/17/2023 12:51:32,35.50,34.31,17.39,,,,
25,06/17/2023 12:51:42,35.52,34.20,17.36,,,,
26,06/17/2023 12:51:52,35.52,34.19,17.35,,,,
27,06/17/2023 12:52:02,35.54,34.10,17.32,,,,
28,06/17/2023 12:52:12,35.56,33.83,17.22,,,,
29,06/17/2023 12:52:22,35.53,33.70,17.13,,,,
30,06/17/2023 12:52:32,35.56,33.45,17.04,,,,
31,06/17/2023 12:52:42,35.56,33.36,17.00,,,,
32,06/17/2023 12:52:52,35.56,33.34,16.99,,,,
33,06/17/2023 12:53:02,35.56,33.25,16.94,,,,
34,06/17/2023 12:53:12,35.56,33.27,16.95,,,,
35,06/17/2023 12:53:22,35.59,33.20,16.95,,,,
36,06/17/2023 12:53:32,35.62,33.08,16.91,,,,
37,06/17/2023 12:53:42,35.62,32.86,16.81,,,,
38,06/17/2023 12:53:52,35.60,32.83,16.78,,,,
39,06/17/2023 12:54:02,35.65,32.85,16.83,,,,
40,06/17/2023 12:54:12,35.65,32.80,16.81,,,,
41,06/17/2023 12:54:22,35.66,32.79,16.81,,,,
42,06/17/2023 12:54:32,35.65,32.82,16.81,,,,
43,06/17/2023 12:54:42,35.69,32.76,16.82,,,,
44,06/17/2023 12:54:52,35.67,32.68,16.77,,,,
45,06/17/2023 12:55:02,35.66,32.71,16.77,,,,
46,06/17/2023 12:55:12,35.66,32.70,16.77,,,,
47,06/17/2023 12:55:22,35.70,32.73,16.82,,,,
48,06/17/2023 12:55:32,35.70,32.72,16.81,,,,
49,06/17/2023 12:55:42,35.70,32.70,16.80,,,,
