#,Date-Time (CDT),Ch: 1 - Temperature   (°C),Ch: 2 - RH   (%),Dew Point   (°C),Button Down,Host Connected,Stopped,End of File
1,05/25/2023 12:48:18,23.52,39.99,9.15,,,,
2,05/25/2023 12:48:23,23.54,40.10,9.21,,,,
3,05/25/2023 12:48:28,23.53,40.07,9.19,,,,
4,05/25/2023 12:48:33,23.56,39.98,9.19,,,,
5,05/25/2023 12:48:38,23.57,39.90,9.17,,,,
6,05/25/2023 12:48:43,23.59,39.80,9.15,,,,
7,05/25/2023 12:48:48,23.58,39.73,9.11,,,,
8,05/25/2023 12:48:53,23.61,39.76,9.15,,,,
9,05/25/2023 12:48:58,23.66,39.70,9.17,,,,
10,05/25/2023 12:49:03,23.62,39.61,9.11,,,,
11,05/25/2023 12:49:08,23.62,39.60,9.10,,,,
12,05/25/2023 12:49:13,23.67,39.84,9.23,,,,
13,05/25/2023 12:49:18,23.67,41.64,9.89,,,,
14,05/25/2023 12:49:23,23.69,41.10,9.71,,,,
15,05/25/2023 12:49:28,23.73,40.71,9.61,,,,
16,05/25/2023 12:49:33,23.75,40.47,9.54,,,,
17,05/25/2023 12:49:38,23.75,40.30,9.48,,,,
18,05/25/2023 12:49:43,23.75,40.26,9.46,,,,
19,05/25/2023 12:49:48,23.77,40.03,9.40,,,,
20,05/25/2023 12:49:53,23.76,39.96,9.36,,,,
21,05/25/2023 12:49:58,23.83,39.98,9.43,,,,
22,05/25/2023 12:50:03,23.81,39.85,9.36,,,,
23,05/25/2023 12:50:08,23.85,39.84,9.39,,,,
24,05/25/2023 12:50:13,23.82,39.78,9.34,,,,
25,05/25/2023 12:50:18,23.85,39.74,9.36,,,,
26,05/25/2023 12:50:23,23.86,39.65,9.33,,,,
27,05/25/2023 12:50:28,23.87,39.61,9.33,,,,
28,05/25/2023 12:50:33,23.87,39.55,9.30,,,,
29,05/25/2023 12:50:38,23.87,39.50,9.28,,,,
30,05/25/2023 12:50:43,23.88,39.48,9.29,,,,
31,05/25/2023 12:50:48,23.90,39.45,9.29,,,,
32,05/25/2023 12:50:53,23.92,39.45,9.31,,,,
33,05/25/2023 12:50:58,23.92,39.42,9.30,,,,
34,05/25/2023 12:51:03,23.95,39.38,9.31,,,,
35,05/25/2023 12:51:08,23.95,39.30,9.28,,,,
36,05/25/2023 12:51:13,23.95,39.26,9.26,,,,
37,05/25/2023 12:51:18,23.98,39.19,9.26,,,,
38,05/25/2023 12:51:23,23.95,39.12,9.21,,,,
39,05/25/2023 12:51:28,23.97,39.07,9.21,,,,
40,05/25/2023 12:51:33,24.00,39.09,9.24,,,,
41,05/25/2023 12:51:38,23.98,39.03,9.20,,,,
42,05/25/2023 12:51:43,23.98,39.00,9.19,,,,
43,05/25/2023 12:51:48,23.99,38.98,9.19,,,,
44,05/25/2023 12:51:53,23.99,38.90,9.16,,,,
45,05/25/2023 12:51:58,24.02,38.92,9.20,,,,
46,05/25/2023 12:52:03,23.98,38.89,9.15,,,,
47,05/25/2023 12:52:08,24.01,38.86,9.17,,,,
48,05/25/2023 12:52:13,24.02,38.90,9.19,,,,
49,05/25/2023 12:52:18,24.02,38.85,9.17,,,,
50,05/25/2023 12:52:23,24.03,38.81,9.17,,,,
51,05/25/2023 12:52:28,24.04,38.88,9.20,,,,
52,05/25/2023 12:52:33,24.03,38.83,9.17,,,,
53,05/25/2023 12:52:38,24.04,38.84,9.19,,,,
54,05/25/2023 12:52:43,24.06,38.81,9.20,,,,
55,05/25/2023 12:52:48,24.04,38.77,9.16,,,,
56,05/25/2023 12:52:53,24.05,38.74,9.16,,,,
57,05/25/2023 12:52:58,24.06,38.77,9.18,,,,
58,05/25/2023 12:53:03,24.10,38.73,9.19,,,,
59,05/25/2023 12:53:08,24.09,38.69,9.17,,,,
60,05/25/2023 12:53:13,24.09,38.65,9.15,,,,
61,05/25/2023 12:53:18,24.10,38.66,9.17,,,,
62,05/25/2023 12:53:23,24.08,38.68,9.15,,,,
63,05/25/2023 12:53:28,24.06,38.62,9.12,,,,
64,05/25/2023 12:53:33,24.09,38.62,9.14,,,,
65,05/25/2023 12:53:38,24.08,38.65,9.14,,,,
66,05/25/2023 12:53:43,24.11,38.62,9.16,,,,
67,05/25/2023 12:53:48,24.06,38.63,9.13,,,,
68,05/25/2023 12:53:53,24.10,38.61,9.15,,,,
69,05/25/2023 12:53:58,24.09,38.60,9.13,,,,
70,05/25/2023 12:54:03,24.10,38.58,9.14,,,,
71,05/25/2023 12:54:08,24.12,38.64,9.18,,,,
72,05/25/2023 12:54:13,24.08,38.54,9.10,,,,
73,05/25/2023 12:54:18,24.12,38.58,9.16,,,,
74,05/25/2023 12:54:23,24.11,38.57,9.14,,,,
75,05/25/2023 12:54:28,24.10,38.57,9.13,,,,
76,05/25/2023 12:54:33,24.09,38.57,9.12,,,,
77,05/25/2023 12:54:38,24.10,38.60,9.14,,,,
78,05/25/2023 12:54:43,24.12,38.54,9.14,,,,
79,05/25/2023 12:54:48,24.11,38.54,9.13,,,,
80,05/25/2023 12:54:53,24.12,38.50,9.12,,,,
81,05/25/2023 12:54:58,24.10,38.54,9.12,,,,
82,05/25/2023 12:55:03,24.11,38.50,9.11,,,,
83,05/25/2023 12:55:08,24.11,38.51,9.12,,,,
84,05/25/2023 12:55:13,24.10,38.51,9.11,,,,
85,05/25/2023 12:55:18,24.09,38.51,9.10,,,,
86,05/25/2023 12:55:23,24.10,38.50,9.10,,,,
87,05/25/2023 12:55:28,24.12,38.50,9.12,,,,
88,05/25/2023 12:55:33,24.08,38.50,9.09,,,,
89,05/25/2023 12:55:38,24.09,38.49,9.09,,,,
90,05/25/2023 12:55:43,24.10,38.50,9.10,,,,
91,05/25/2023 12:55:48,24.11,38.49,9.11,,,,
92,05/25/2023 12:55:53,24.10,38.47,9.09,,,,
93,05/25/2023 12:55:58,24.10,38.37,9.06,,,,
94,05/25/2023 12:56:03,24.08,38.49,9.08,,,,
95,05/25/2023 12:56:08,24.11,38.43,9.09,,,,
96,05/25/2023 12:56:13,24.09,38.38,9.05,,,,
97,05/25/2023 12:56:18,24.12,38.42,9.09,,,,
98,05/25/2023 12:56:23,24.13,38.41,9.10,,,,
99,05/25/2023 12:56:28,24.09,38.36,9.04,,,,
100,05/25/2023 12:56:33,24.11,38.39,9.07,,,,
101,05/25/2023 12:56:38,24.09,38.37,9.05,,,,
102,05/25/2023 12:56:43,24.09,38.37,9.05,,,,
103,05/25/2023 12:56:48,24.08,38.36,9.03,,,,
104,05/25/2023 12:56:53,24.06,38.42,9.04,,,,
105,05/25/2023 12:56:58,24.06,38.39,9.03,,,,
106,05/25/2023 12:57:03,24.05,38.40,9.03,,,,
107,05/25/2023 12:57:08,24.06,38.37,9.03,,,,
108,05/25/2023 12:57:13,24.06,38.42,9.04,,,,
109,05/25/2023 12:57:18,24.06,38.43,9.05,,,,
110,05/25/2023 12:57:23,24.08,38.37,9.04,,,,
111,05/25/2023 12:57:28,24.04,38.41,9.02,,,,
112,05/25/2023 12:57:33,24.05,38.40,9.03,,,,
113,05/25/2023 12:57:38,24.06,38.37,9.03,,,,
114,05/25/2023 12:57:43,24.04,38.37,9.01,,,,
115,05/25/2023 12:57:48,24.06,38.37,9.03,,,,
116,05/25/2023 12:57:53,24.05,38.43,9.04,,,,
117,05/25/2023 12:57:58,24.03,38.37,9.00,,,,
118,05/25/2023 12:58:03,24.04,38.40,9.02,,,,
119,05/25/2023 12:58:08,24.01,38.37,8.98,,,,
120,05/25/2023 12:58:13,24.04,38.37,9.01,,,,
121,05/25/2023 12:58:18,24.02,38.38,8.99,,,,
122,05/25/2023 12:58:23,24.02,38.39,8.99,,,,
123,05/25/2023 12:58:28,24.00,38.35,8.96,,,,
124,05/25/2023 12:58:33,23.98,38.40,8.96,,,,
125,05/25/2023 12:58:38,23.98,38.38,8.95,,,,
126,05/25/2023 12:58:43,23.98,38.42,8.97,,,,
127,05/25/2023 12:58:48,24.02,38.38,8.99,,,,
128,05/25/2023 12:58:53,23.99,38.44,8.98,,,,
129,05/25/2023 12:58:58,23.98,38.41,8.96,,,,
