#,Date-Time (CDT),Ch: 1 - Temperature   (°C),Ch: 2 - RH   (%),Dew Point   (°C),Button Down,Host Connected,Stopped,End of File
1,06/08/2023 13:31:46,31.07,36.30,14.39,,,,
2,06/08/2023 13:41:46,31.25,36.65,14.70,,,,
3,06/08/2023 13:51:46,31.41,36.42,14.74,,,,
4,06/08/2023 14:01:46,31.81,35.33,14.62,,,,
5,06/08/2023 14:11:46,32.31,34.87,14.85,,,,
6,06/08/2023 14:21:46,32.69,33.18,14.41,,,,
7,06/08/2023 14:31:46,33.06,33.94,15.09,,,,
8,06/08/2023 14:41:46,33.41,33.21,15.05,,,,
9,06/08/2023 14:51:46,33.58,32.38,14.81,,,,
10,06/08/2023 15:01:46,33.71,32.79,15.11,,,,
11,06/08/2023 15:11:46,33.80,33.78,15.66,,,,
12,06/08/2023 15:21:46,33.95,33.18,15.51,,,,
13,06/08/2023 15:31:46,34.24,33.87,16.09,,,,
14,06/08/2023 15:41:46,34.02,33.87,15.89,,,,
15,06/08/2023 15:51:46,33.90,33.87,15.79,,,,
16,06/08/2023 16:01:46,33.92,33.49,15.63,,,,
17,06/08/2023 16:11:46,33.85,34.19,15.89,,,,
18,06/08/2023 16:21:46,33.95,34.59,16.16,,,,
19,06/08/2023 16:31:46,34.03,33.34,15.65,,,,
20,06/08/2023 16:41:46,34.06,34.27,16.11,,,,
21,06/08/2023 16:51:46,34.11,33.70,15.90,,,,
22,06/08/2023 17:01:46,34.07,33.68,15.85,,,,
23,06/08/2023 17:11:46,34.40,53.79,23.71,,,,
24,06/08/2023 17:21:46,34.92,64.99,27.38,,,,
25,06/08/2023 17:26:27,,,,Logged,,,
26,06/08/2023 17:26:29,,,,Logged,,,
27,06/08/2023 17:26:43,,,,Logged,,,
28,06/08/2023 17:27:03,,,,Logged,,,
29,06/08/2023 17:31:46,29.89,34.04,12.36,,,,
30,06/08/2023 17:31:49,,,,Logged,,,
31,06/08/2023 17:31:59,,,,Logged,,,
32,06/08/2023 17:32:42,,,,,Logged,,
33,06/08/2023 17:33:08,,,,,,Logged,Logged
