#,Date-Time (CDT),Ch: 1 - Temperature   (°C),Ch: 2 - RH   (%),Dew Point   (°C),Button Down,Host Connected,Stopped,End of File
1,05/28/2023 11:26:11,20.88,55.38,11.63,,,,
2,05/28/2023 11:26:16,20.88,55.69,11.71,,,,
3,05/28/2023 11:26:21,20.90,56.29,11.89,,,,
4,05/28/2023 11:26:26,20.92,56.24,11.90,,,,
5,05/28/2023 11:26:31,20.93,55.98,11.84,,,,
6,05/28/2023 11:26:36,20.91,55.81,11.77,,,,
7,05/28/2023 11:26:41,20.94,55.67,11.77,,,,
8,05/28/2023 11:26:46,20.94,55.61,11.75,,,,
9,05/28/2023 11:26:51,20.96,55.50,11.74,,,,
10,05/28/2023 11:26:56,20.96,55.58,11.76,,,,
11,05/28/2023 11:27:01,20.98,56.73,12.08,,,,
12,05/28/2023 11:27:06,20.96,56.97,12.14,,,,
13,05/28/2023 11:27:11,20.99,56.87,12.13,,,,
14,05/28/2023 11:27:16,21.04,56.71,12.14,,,,
15,05/28/2023 11:27:21,21.04,56.48,12.07,,,,
16,05/28/2023 11:27:26,21.02,56.46,12.05,,,,
17,05/28/2023 11:27:31,21.03,56.48,12.07,,,,
18,05/28/2023 11:27:36,21.06,56.53,12.11,,,,
19,05/28/2023 11:27:41,21.06,56.60,12.13,,,,
20,05/28/2023 11:27:46,21.07,56.56,12.12,,,,
21,05/28/2023 11:27:51,21.05,56.58,12.11,,,,
22,05/28/2023 11:27:56,21.06,56.60,12.13,,,,
23,05/28/2023 11:28:01,21.09,56.75,12.20,,,,
24,05/28/2023 11:28:06,21.06,56.75,12.17,,,,
25,05/28/2023 11:28:11,21.11,57.08,12.30,,,,
26,05/28/2023 11:28:16,21.09,57.12,12.30,,,,
27,05/28/2023 11:28:21,21.13,58.89,12.79,,,,
28,05/28/2023 11:28:26,21.15,60.23,13.16,,,,
29,05/28/2023 11:28:31,21.18,59.56,13.01,,,,
30,05/28/2023 11:28:36,21.18,58.42,12.72,,,,
31,05/28/2023 11:28:41,21.19,57.18,12.40,,,,
32,05/28/2023 11:28:46,21.23,55.91,12.10,,,,
33,05/28/2023 11:28:51,21.25,55.01,11.87,,,,
34,05/28/2023 11:28:56,21.29,54.44,11.75,,,,
35,05/28/2023 11:29:01,21.29,55.82,12.13,,,,
36,05/28/2023 11:29:06,21.36,58.03,12.79,,,,
37,05/28/2023 11:29:11,21.38,60.10,13.34,,,,
38,05/28/2023 11:29:16,21.43,60.67,13.53,,,,
39,05/28/2023 11:29:21,21.49,60.13,13.45,,,,
40,05/28/2023 11:29:26,21.52,60.49,13.58,,,,
41,05/28/2023 11:29:31,21.55,63.79,14.42,,,,
42,05/28/2023 11:29:36,21.65,65.29,14.88,,,,
43,05/28/2023 11:29:41,21.65,66.09,15.07,,,,
44,05/28/2023 11:29:46,21.69,66.53,15.21,,,,
