#,Date-Time (CDT),Ch: 1 - Temperature   (°C),Ch: 2 - RH   (%),Dew Point   (°C),Button Down,Host Connected,Stopped,End of File
1,06/15/2023 13:05:16,26.21,27.31,5.91,,,,
2,06/15/2023 13:05:26,26.34,26.88,5.79,,,,
3,06/15/2023 13:05:36,26.43,25.82,5.30,,,,
4,06/15/2023 13:05:46,26.61,25.80,5.43,,,,
5,06/15/2023 13:05:56,26.72,25.50,5.37,,,,
6,06/15/2023 13:06:06,26.86,25.68,5.58,,,,
7,06/15/2023 13:06:16,27.02,25.51,5.62,,,,
8,06/15/2023 13:06:26,27.13,26.17,6.08,,,,
9,06/15/2023 13:06:36,27.29,26.08,6.17,,,,
10,06/15/2023 13:06:46,27.42,26.24,6.37,,,,
11,06/15/2023 13:06:56,27.56,25.36,5.99,,,,
12,06/15/2023 13:07:06,27.67,24.80,5.76,,,,
13,06/15/2023 13:07:16,27.81,24.28,5.57,,,,
14,06/15/2023 13:07:26,27.94,24.55,5.84,,,,
15,06/15/2023 13:07:36,28.06,24.40,5.86,,,,
16,06/15/2023 13:07:46,28.17,24.18,5.82,,,,
17,06/15/2023 13:07:56,28.25,24.07,5.82,,,,
18,06/15/2023 13:08:06,28.39,23.90,5.83,,,,
19,06/15/2023 13:08:16,28.49,23.96,5.96,,,,
20,06/15/2023 13:08:26,28.60,26.05,7.26,,,,
21,06/15/2023 13:08:36,28.70,30.40,9.62,,,,
22,06/15/2023 13:08:46,28.80,27.03,7.98,,,,
23,06/15/2023 13:08:56,28.90,25.61,7.27,,,,
24,06/15/2023 13:09:06,28.99,24.11,6.46,,,,
25,06/15/2023 13:09:16,29.06,23.87,6.38,,,,
26,06/15/2023 13:09:26,29.12,23.64,6.28,,,,
27,06/15/2023 13:09:36,29.15,24.01,6.53,,,,
28,06/15/2023 13:09:46,29.20,24.91,7.12,,,,
29,06/15/2023 13:09:56,29.21,25.36,7.38,,,,
30,06/15/2023 13:10:06,29.24,25.83,7.68,,,,
31,06/15/2023 13:10:16,29.26,26.23,7.92,,,,
32,06/15/2023 13:10:26,29.24,26.34,7.97,,,,
33,06/15/2023 13:10:36,29.28,26.45,8.06,,,,
34,06/15/2023 13:10:46,29.29,26.73,8.23,,,,
35,06/15/2023 13:10:56,29.30,27.09,8.43,,,,
36,06/15/2023 13:11:06,29.28,27.10,8.42,,,,
37,06/15/2023 13:11:16,29.31,27.20,8.50,,,,
38,06/15/2023 13:11:26,29.31,27.30,8.55,,,,
39,06/15/2023 13:11:36,29.31,27.38,8.60,,,,
40,06/15/2023 13:11:46,29.32,27.30,8.56,,,,
41,06/15/2023 13:11:56,29.34,27.23,8.54,,,,
42,06/15/2023 13:12:06,29.31,27.20,8.50,,,,
43,06/15/2023 13:12:16,29.34,27.44,8.66,,,,
44,06/15/2023 13:12:26,29.33,27.46,8.66,,,,
45,06/15/2023 13:12:36,29.31,28.44,9.16,,,,
46,06/15/2023 13:12:46,29.34,28.64,9.29,,,,
47,06/15/2023 13:12:56,29.33,31.14,10.53,,,,
48,06/15/2023 13:13:06,29.36,30.15,10.07,,,,
49,06/15/2023 13:13:16,29.43,29.22,9.66,,,,
50,06/15/2023 13:13:26,29.45,28.63,9.37,,,,
51,06/15/2023 13:13:36,29.49,26.84,8.46,,,,
52,06/15/2023 13:13:46,29.61,26.12,8.15,,,,
53,06/15/2023 13:13:56,29.62,25.38,7.75,,,,
54,06/15/2023 13:14:06,29.66,25.36,7.77,,,,
